fseqno,timestamp,car_count,inf_latency,model,gpu_util,gpu_power,network,gpu_mem,cpu_power,cpu_util,cpu_mem
54,1738074633,10.0,0.0035569667816162,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
55,1738074633,10.0,0.0034775733947753,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
56,1738074633,9.0,0.0034987926483154,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
57,1738074633,11.0,0.0038371086120605,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
58,1738074634,5.0,0.0037181377410888,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
59,1738074634,5.0,0.0031492710113525,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
60,1738074634,5.0,0.0030546188354492,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
61,1738074634,6.0,0.0034773349761962,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
62,1738074634,6.0,0.0030031204223632,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
63,1738074634,7.0,0.0037455558776855,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
64,1738074634,7.0,0.0030956268310546,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
65,1738074634,10.0,0.0031459331512451,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
66,1738074634,9.0,0.0031657218933105,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
67,1738074634,8.0,0.0031366348266601,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
68,1738074634,7.0,0.0032589435577392,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
69,1738074634,8.0,0.0031373500823974,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
70,1738074634,9.0,0.0034198760986328,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
71,1738074634,9.0,0.0036354064941406,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
72,1738074634,9.0,0.0037689208984375,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
73,1738074634,8.0,0.0035960674285888,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
74,1738074635,6.0,0.0035276412963867,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
75,1738074635,7.0,0.0031027793884277,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
76,1738074635,8.0,0.0031347274780273,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
77,1738074635,7.0,0.0031213760375976,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
78,1738074635,7.0,0.0037808418273925,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
79,1738074635,7.0,0.0036308765411376,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
80,1738074635,5.0,0.0031185150146484,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
81,1738074635,6.0,0.0030272006988525,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
82,1738074635,7.0,0.0030732154846191,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
83,1738074635,7.0,0.0031805038452148,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
84,1738074635,7.0,0.003042459487915,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
85,1738074635,6.0,0.0036053657531738,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
86,1738074635,6.0,0.0029361248016357,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
87,1738074635,5.0,0.0030703544616699,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
88,1738074635,5.0,0.0029857158660888,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
89,1738074636,6.0,0.00315523147583,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
90,1738074636,6.0,0.0034587383270263,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
91,1738074636,6.0,0.0127112865447998,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
92,1738074636,6.0,0.0136816501617431,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
93,1738074636,5.0,0.0035419464111328,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
94,1738074636,4.0,0.0033893585205078,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
95,1738074636,5.0,0.0031931400299072,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
96,1738074636,4.0,0.0030961036682128,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
97,1738074636,6.0,0.0029807090759277,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
98,1738074636,6.0,0.0037953853607177,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
99,1738074636,6.0,0.0033037662506103,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
100,1738074636,6.0,0.0037059783935546,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
101,1738074636,6.0,0.00315523147583,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
102,1738074636,6.0,0.00315523147583,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
103,1738074636,6.0,0.0034191608428955,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
104,1738074637,5.0,0.00331711769104,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
105,1738074637,5.0,0.0030388832092285,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
106,1738074637,6.0,0.002854585647583,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
107,1738074637,6.0,0.0029540061950683,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
108,1738074637,5.0,0.0029060840606689,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
109,1738074637,5.0,0.0031888484954833,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
110,1738074637,7.0,0.0028965473175048,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
111,1738074637,5.0,0.0033180713653564,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
112,1738074637,5.0,0.0030617713928222,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
113,1738074637,5.0,0.0030267238616943,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
114,1738074637,4.0,0.0032582283020019,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
115,1738074637,7.0,0.0034010410308837,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
116,1738074637,7.0,0.0027475357055664,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
117,1738074637,7.0,0.0028302669525146,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
118,1738074637,5.0,0.0031464099884033,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
119,1738074638,7.0,0.0030696392059326,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
120,1738074638,7.0,0.0034914016723632,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
121,1738074638,7.0,0.0036327838897705,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
122,1738074638,8.0,0.0032646656036376,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
123,1738074638,6.0,0.0029051303863525,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
124,1738074638,7.0,0.002856969833374,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
125,1738074638,6.0,0.0033810138702392,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
126,1738074638,5.0,0.0028223991394042,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
127,1738074638,5.0,0.0028584003448486,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
128,1738074638,5.0,0.0030760765075683,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
129,1738074638,5.0,0.0028626918792724,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
130,1738074638,9.0,0.0030379295349121,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
131,1738074638,8.0,0.0029544830322265,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
132,1738074638,6.0,0.0032413005828857,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
133,1738074638,7.0,0.0031051635742187,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
134,1738074639,6.0,0.003725528717041,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
135,1738074639,9.0,0.0031905174255371,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
136,1738074639,9.0,0.0030138492584228,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
137,1738074639,6.0,0.0031383037567138,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
138,1738074639,7.0,0.0031111240386962,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
139,1738074639,8.0,0.0032546520233154,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
140,1738074639,5.0,0.0032019615173339,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
141,1738074639,5.0,0.0032019615173339,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
142,1738074639,5.0,0.0032019615173339,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
143,1738074639,5.0,0.0030694007873535,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
144,1738074639,7.0,0.0109357833862304,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
145,1738074639,8.0,0.0148248672485351,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
146,1738074639,7.0,0.0030999183654785,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
147,1738074639,7.0,0.0029516220092773,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
148,1738074639,7.0,0.002906322479248,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
149,1738074640,5.0,0.0032401084899902,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
150,1738074640,8.0,0.0028786659240722,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
151,1738074640,8.0,0.002969741821289,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
152,1738074640,7.0,0.0029430389404296,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
153,1738074640,5.0,0.0031201839447021,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
154,1738074640,5.0,0.0028300285339355,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
155,1738074640,5.0,0.00313401222229,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
156,1738074640,4.0,0.0028367042541503,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
157,1738074640,4.0,0.0028316974639892,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
158,1738074640,4.0,0.0028936862945556,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
159,1738074640,5.0,0.0029652118682861,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
160,1738074640,4.0,0.0031497478485107,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
161,1738074640,5.0,0.002873420715332,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
162,1738074640,4.0,0.0028696060180664,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
163,1738074640,4.0,0.0035300254821777,yolov8n,1.0,39.0,0.0,0.0,57.891048,253.5768472,16935.378
164,1738074641,4.0,0.0028471946716308,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
165,1738074641,6.0,0.0030639171600341,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
166,1738074641,6.0,0.0028901100158691,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
167,1738074641,6.0,0.0030674934387207,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
168,1738074641,4.0,0.0028753280639648,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
169,1738074641,4.0,0.0031402111053466,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
170,1738074641,4.0,0.0032980442047119,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
171,1738074641,5.0,0.0029685497283935,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
172,1738074641,3.0,0.0029270648956298,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
173,1738074641,5.0,0.0032401084899902,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
174,1738074641,5.0,0.0068416595458984,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
175,1738074641,5.0,0.0033347606658935,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
176,1738074641,5.0,0.0033347606658935,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
177,1738074641,4.0,0.0032019615173339,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
178,1738074641,5.0,0.0029706954956054,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
179,1738074642,6.0,0.0033037662506103,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
180,1738074642,7.0,0.0029242038726806,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
181,1738074642,7.0,0.0032854080200195,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
182,1738074642,7.0,0.0033876895904541,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
183,1738074642,6.0,0.0029737949371337,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
184,1738074642,7.0,0.0030503273010253,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
185,1738074642,7.0,0.0029096603393554,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
186,1738074642,7.0,0.0029096603393554,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
187,1738074642,7.0,0.0029096603393554,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
188,1738074642,7.0,0.0031483173370361,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
189,1738074642,6.0,0.0161249637603759,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
190,1738074642,8.0,0.0030608177185058,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
191,1738074642,6.0,0.0028612613677978,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
192,1738074642,7.0,0.0029585361480712,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
193,1738074642,5.0,0.0028719902038574,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
194,1738074642,6.0,0.012061595916748,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
195,1738074642,6.0,0.0028748512268066,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
196,1738074643,9.0,0.0030417442321777,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
197,1738074643,8.0,0.0031204223632812,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
198,1738074643,8.0,0.0034306049346923,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
199,1738074643,9.0,0.0033960342407226,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
200,1738074643,8.0,0.0030229091644287,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
201,1738074643,8.0,0.0035433769226074,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
202,1738074643,9.0,0.003655195236206,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
203,1738074643,9.0,0.0035696029663085,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
204,1738074643,10.0,0.0029897689819335,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
205,1738074643,9.0,0.0032052993774414,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
206,1738074643,9.0,0.0033693313598632,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
207,1738074643,9.0,0.0034959316253662,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
208,1738074644,5.0,0.0030851364135742,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
209,1738074644,5.0,0.002913475036621,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
210,1738074644,6.0,0.0030698776245117,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
211,1738074644,6.0,0.0032126903533935,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
212,1738074644,7.0,0.0031018257141113,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
213,1738074644,7.0,0.0034177303314208,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
214,1738074644,7.0,0.0029375553131103,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
215,1738074644,6.0,0.0029339790344238,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
216,1738074644,7.0,0.0034759044647216,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
217,1738074644,6.0,0.002976655960083,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
218,1738074644,8.0,0.0034554004669189,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
219,1738074644,6.0,0.0030140876770019,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
220,1738074644,7.0,0.002969741821289,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
221,1738074644,5.0,0.0033726692199707,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
222,1738074644,6.0,0.003162145614624,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
223,1738074645,7.0,0.0031878948211669,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
224,1738074645,10.0,0.0034279823303222,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
225,1738074645,8.0,0.0032739639282226,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
226,1738074645,8.0,0.0029940605163574,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
227,1738074645,9.0,0.003427505493164,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
228,1738074645,10.0,0.0036473274230957,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
229,1738074645,10.0,0.0029060840606689,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
230,1738074645,8.0,0.0030667781829833,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
231,1738074645,9.0,0.0031120777130126,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
232,1738074645,7.0,0.0030779838562011,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
233,1738074645,9.0,0.0030291080474853,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
234,1738074645,8.0,0.0030741691589355,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
235,1738074645,9.0,0.0030198097229003,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
236,1738074645,8.0,0.0034356117248535,yolov8n,5.0,40.0,0.0,1.0,60.02244,270.9037928,16761.3504
