fseqno,timestamp,car_count,inf_latency,model,gpu_util,gpu_power,network,gpu_mem,cpu_power,cpu_util,cpu_mem
708,1738077842,14,0.0062277317047119,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
709,1738077842,14,0.0059485435485839,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
710,1738077842,14,0.0054645538330078,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
711,1738077842,12,0.0052747726440429,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
712,1738077842,12,0.0058140754699707,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
713,1738077842,12,0.0060107707977294,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
714,1738077842,10,0.0060174465179443,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
715,1738077842,15,0.0058479309082031,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
716,1738077843,13,0.0064139366149902,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
717,1738077843,9,0.0058178901672363,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
718,1738077843,11,0.0056796073913574,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
719,1738077843,10,0.0052964687347412,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
720,1738077843,10,0.0061087608337402,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
721,1738077843,13,0.0054934024810791,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
722,1738077843,10,0.0063018798828125,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
723,1738077843,11,0.0060417652130126,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
724,1738077843,11,0.0057876110076904,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
725,1738077843,10,0.0054445266723632,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
726,1738077843,13,0.0053658485412597,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
727,1738077843,12,0.00543212890625,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
728,1738077843,12,0.0055630207061767,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
729,1738077843,12,0.0055415630340576,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
730,1738077843,12,0.0053582191467285,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
731,1738077844,11,0.0063807964324951,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
732,1738077844,12,0.0173251628875732,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
733,1738077844,12,0.0060923099517822,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
734,1738077844,12,0.0060923099517822,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
735,1738077844,12,0.0060923099517822,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
736,1738077844,12,0.0060923099517822,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
737,1738077844,12,0.0215792655944824,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
738,1738077844,11,0.0053794384002685,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
739,1738077844,11,0.0054922103881835,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
740,1738077844,10,0.0057566165924072,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
741,1738077844,8,0.0051681995391845,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
742,1738077844,13,0.0058598518371582,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
743,1738077844,11,0.0058484077453613,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
744,1738077844,11,0.0059974193572998,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
745,1738077844,12,0.0054004192352294,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
746,1738077844,12,0.0062882900238037,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
747,1738077844,12,0.0053355693817138,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
748,1738077844,11,0.0061607360839843,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
749,1738077845,11,0.0060048103332519,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
750,1738077845,11,0.0060048103332519,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
751,1738077845,10,0.0112886428833007,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
752,1738077845,10,0.0060427188873291,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
753,1738077845,10,0.0054681301116943,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
754,1738077845,8,0.0054562091827392,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
755,1738077845,10,0.0054271221160888,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
756,1738077845,9,0.0053255558013916,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
757,1738077845,10,0.0056538581848144,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
758,1738077845,11,0.0060756206512451,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
759,1738077845,9,0.0052642822265625,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
760,1738077845,10,0.0053339004516601,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
761,1738077846,12,0.0057008266448974,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
762,1738077846,9,0.00547456741333,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
763,1738077846,9,0.0060780048370361,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
764,1738077846,9,0.0056157112121582,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
765,1738077846,11,0.005744457244873,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
766,1738077846,10,0.0060741901397705,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
767,1738077846,9,0.0062401294708251,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
768,1738077846,9,0.0057342052459716,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
769,1738077846,13,0.0060138702392578,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
770,1738077846,11,0.0059864521026611,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
771,1738077846,11,0.0053181648254394,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
772,1738077846,14,0.0061569213867187,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
773,1738077846,15,0.0064246654510498,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
774,1738077846,13,0.0053615570068359,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
775,1738077846,13,0.0054283142089843,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
776,1738077847,14,0.0054593086242675,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
777,1738077847,14,0.0056769847869873,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
778,1738077847,15,0.0053958892822265,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
779,1738077847,12,0.0062060356140136,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
780,1738077847,14,0.0063352584838867,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
781,1738077847,12,0.0062677860260009,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
782,1738077847,12,0.0058639049530029,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
783,1738077847,12,0.00718355178833,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
784,1738077847,11,0.0059189796447753,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
785,1738077847,12,0.0057644844055175,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
786,1738077847,12,0.0058958530426025,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
787,1738077847,12,0.0060834884643554,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
788,1738077847,11,0.0065515041351318,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
789,1738077847,12,0.0056142807006835,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
790,1738077847,13,0.00602388381958,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
791,1738077848,10,0.0053367614746093,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
792,1738077848,10,0.0061163902282714,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
793,1738077848,11,0.0183832645416259,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
794,1738077848,11,0.0060069561004638,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
795,1738077848,12,0.0149145126342773,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
796,1738077848,12,0.0055902004241943,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
797,1738077848,11,0.0057253837585449,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
798,1738077848,11,0.0060069561004638,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
799,1738077848,11,0.0055906772613525,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
800,1738077848,11,0.0060069561004638,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
801,1738077848,13,0.0059442520141601,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
802,1738077848,14,0.0054931640625,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
803,1738077848,14,0.0058302879333496,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
804,1738077848,14,0.0060296058654785,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
805,1738077848,13,0.0054030418395996,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
806,1738077849,15,0.0061326026916503,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
807,1738077849,14,0.0056703090667724,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
808,1738077849,15,0.0056266784667968,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
809,1738077849,14,0.0056078433990478,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
810,1738077849,14,0.0056405067443847,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
811,1738077849,16,0.0057158470153808,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
812,1738077849,14,0.0059311389923095,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
813,1738077849,16,0.005864143371582,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
814,1738077849,15,0.0055139064788818,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
815,1738077849,15,0.0054328441619873,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
816,1738077849,16,0.0057103633880615,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
817,1738077849,15,0.0061168670654296,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
818,1738077849,16,0.0059633255004882,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
819,1738077849,16,0.0062503814697265,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
820,1738077850,13,0.0061771869659423,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
821,1738077850,13,0.0061416625976562,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
822,1738077850,16,0.0059037208557128,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
823,1738077850,18,0.0062618255615234,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
824,1738077850,17,0.0059859752655029,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
825,1738077850,18,0.0053431987762451,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
826,1738077850,19,0.0054998397827148,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
827,1738077850,17,0.0061869621276855,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
828,1738077850,17,0.0059022903442382,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
829,1738077850,19,0.0054578781127929,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
830,1738077850,17,0.0053260326385498,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
831,1738077850,16,0.0059511661529541,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
832,1738077850,17,0.0059008598327636,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
833,1738077850,17,0.0054218769073486,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
834,1738077850,19,0.0064430236816406,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
835,1738077851,14,0.0058038234710693,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
836,1738077851,16,0.020900011062622,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
837,1738077851,13,0.0157179832458496,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
838,1738077851,11,0.0053832530975341,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
839,1738077851,11,0.0053832530975341,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
840,1738077851,11,0.0053832530975341,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
841,1738077851,12,0.0053677558898925,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
842,1738077851,13,0.0055210590362548,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
843,1738077851,14,0.0055372714996337,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
844,1738077851,12,0.0056986808776855,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
845,1738077851,12,0.0052666664123535,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
846,1738077851,13,0.0052664279937744,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
847,1738077851,13,0.0057802200317382,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
848,1738077851,11,0.0056986808776855,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
849,1738077851,11,0.0053832530975341,yolov8m,10.0,43.0,202505.0,1.0,58.978791,226.6280316,16723.7458
850,1738077852,13,0.0052247047424316,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
851,1738077852,14,0.0054235458374023,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
852,1738077852,15,0.0056266784667968,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
853,1738077852,13,0.0056128501892089,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
854,1738077852,16,0.0055956840515136,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
855,1738077852,15,0.0061562061309814,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
856,1738077852,14,0.0054335594177246,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
857,1738077852,14,0.0057477951049804,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
858,1738077852,13,0.0053920745849609,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
859,1738077852,13,0.0059635639190673,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
860,1738077852,14,0.0054068565368652,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
861,1738077852,15,0.0056846141815185,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
862,1738077852,16,0.0062673091888427,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
863,1738077852,14,0.0053176879882812,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
864,1738077852,15,0.0061533451080322,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
865,1738077853,15,0.0052947998046875,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
866,1738077853,14,0.0055148601531982,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
867,1738077853,14,0.0059335231781005,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
868,1738077853,14,0.0062625408172607,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
869,1738077853,14,0.0059497356414794,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
870,1738077853,12,0.0059514045715332,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
871,1738077853,15,0.0055210590362548,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
872,1738077853,16,0.0054032802581787,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
873,1738077853,14,0.0057590007781982,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
874,1738077853,15,0.0055451393127441,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
875,1738077853,13,0.0055227279663085,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
876,1738077853,12,0.0058395862579345,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
877,1738077853,14,0.0058858394622802,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
878,1738077853,14,0.0054445266723632,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
879,1738077853,12,0.0052855014801025,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
880,1738077854,13,0.0065577030181884,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
881,1738077854,13,0.0058119297027587,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
882,1738077854,13,0.0056853294372558,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
883,1738077854,15,0.0065290927886962,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
884,1738077854,14,0.0062482357025146,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
885,1738077854,15,0.0055851936340332,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
886,1738077854,12,0.0064501762390136,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
887,1738077854,14,0.0057151317596435,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
888,1738077854,12,0.0059723854064941,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
889,1738077854,13,0.0058560371398925,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
890,1738077854,14,0.0060341358184814,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
891,1738077854,13,0.0056953430175781,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
892,1738077854,11,0.0060558319091796,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
893,1738077854,14,0.0062031745910644,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
894,1738077854,13,0.0056953430175781,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
895,1738077854,13,0.0056450366973876,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
896,1738077854,13,0.0056953430175781,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
897,1738077854,14,0.0169658660888671,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
898,1738077855,13,0.0060701370239257,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
899,1738077855,14,0.0231456756591796,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
900,1738077855,15,0.006974458694458,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
901,1738077855,17,0.0057313442230224,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
902,1738077855,15,0.0064799785614013,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
903,1738077855,14,0.0062263011932373,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
904,1738077855,13,0.0058519840240478,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
905,1738077855,15,0.0064141750335693,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
906,1738077855,14,0.0058145523071289,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
907,1738077855,15,0.0060117244720458,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
908,1738077855,13,0.0066933631896972,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
909,1738077855,13,0.0058183670043945,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
910,1738077855,14,0.0056581497192382,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
911,1738077856,15,0.0055553913116455,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
912,1738077856,14,0.0063264369964599,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
913,1738077856,16,0.0061066150665283,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
914,1738077856,15,0.0067532062530517,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
915,1738077856,16,0.0058791637420654,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
916,1738077856,15,0.006359577178955,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
917,1738077856,13,0.0055384635925292,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
918,1738077856,12,0.0059514045715332,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
919,1738077856,13,0.006232738494873,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
920,1738077856,12,0.0063731670379638,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
921,1738077856,13,0.0061147212982177,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
922,1738077856,13,0.0066101551055908,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
923,1738077856,16,0.006049633026123,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
924,1738077856,13,0.0059180259704589,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
925,1738077856,14,0.0058803558349609,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
926,1738077857,13,0.005850076675415,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
927,1738077857,15,0.0062239170074462,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
928,1738077857,16,0.0062918663024902,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
929,1738077857,13,0.0060532093048095,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
930,1738077857,14,0.0056250095367431,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
931,1738077857,13,0.0061507225036621,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
932,1738077857,13,0.005582571029663,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
933,1738077857,14,0.0061862468719482,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
934,1738077857,13,0.0064940452575683,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
935,1738077857,12,0.0059053897857666,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
936,1738077857,14,0.0060603618621826,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
937,1738077857,13,0.0064733028411865,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
938,1738077857,15,0.0063700675964355,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
939,1738077857,15,0.0059866905212402,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
940,1738077857,13,0.0060679912567138,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
941,1738077858,12,0.0059113502502441,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
942,1738077858,11,0.0055477619171142,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
943,1738077858,15,0.0061016082763671,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
944,1738077858,15,0.0060193538665771,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
945,1738077858,15,0.0060193538665771,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
946,1738077858,15,0.0060193538665771,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
947,1738077858,15,0.0060193538665771,yolov8m,11.0,44.0,161518.0,2.0,59.09666,229.6090717,16708.5734
